date,year,month,week_of_year,district,state,population,rainfall_mm,rainfall_7d_mm,rainfall_30d_mm,flood_risk_score,flood_severity,affected_population,demand_food_packets,demand_water_liters,demand_ors_packets,demand_medical_kits,demand_tarpaulins
2020-12-14,2020,12,51,Bhadrak,Odisha,1506522,5.5,38.9,177.9,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Cuttack,Odisha,2618708,4.0,18.6,127.3,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Jajpur,Odisha,1826275,4.7,24.0,148.4,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Mayurbhanj,Odisha,2513895,3.2,24.4,57.1,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Ganjam,Odisha,3520151,2.6,14.8,66.6,0.044,0.032,625,180,66283,60,13,124
2020-12-14,2020,12,51,Khordha,Odisha,2246341,4.5,29.0,68.2,0.04,0.033,937,262,91100,92,15,189
2020-12-14,2020,12,51,Darbhanga,Bihar,3921971,3.2,24.0,85.8,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Sitamarhi,Bihar,3419622,5.9,38.3,124.9,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Madhubani,Bihar,4476044,1.2,8.1,29.7,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Supaul,Bihar,2218876,5.4,28.2,84.8,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Saharsa,Bihar,1900661,6.2,29.6,118.2,0.044,0.044,513,183,54520,63,11,97
2020-12-14,2020,12,51,Khagaria,Bihar,1666886,3.0,22.5,54.9,0.0,0.0,0,0,0,0,0,0
2020-12-14,2020,12,51,Katihar,Bihar,3071029,3.9,30.0,92.2,0.054,0.04,1706,521,184636,223,34,290
2020-12-14,2020,12,51,Muzaffarpur,Bihar,4801062,4.2,26.6,78.7,0.034,0.028,1291,376,140724,114,24,263
2020-12-14,2020,12,51,Bhagalpur,Bihar,3037766,6.5,41.8,141.4,0.047,0.041,999,281,111159,112,23,216
2020-12-14,2020,12,51,Gopalganj,Bihar,2562012,7.0,57.9,137.3,0.045,0.033,1153,312,129110,105,25,204
2020-12-21,2020,12,52,Puri,Odisha,1497888,5.6,46.2,88.2,0.095,0.078,480,165,51819,112,8,95
2020-12-21,2020,12,52,Kendrapara,Odisha,1439891,1.7,12.9,28.0,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Jagatsinghpur,Odisha,1136605,5.6,43.7,91.0,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Balasore,Odisha,2317419,5.8,44.5,115.3,0.04,0.043,742,253,77236,90,13,151
2020-12-21,2020,12,52,Bhadrak,Odisha,1506522,3.2,16.7,48.6,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Cuttack,Odisha,2618708,5.6,37.1,119.9,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Jajpur,Odisha,1826275,3.3,18.5,92.7,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Mayurbhanj,Odisha,2513895,3.7,16.3,69.9,0.025,0.026,564,150,63517,40,12,122
2020-12-21,2020,12,52,Ganjam,Odisha,3520151,4.5,26.5,104.6,0.034,0.033,1651,515,195546,153,31,330
2020-12-21,2020,12,52,Khordha,Odisha,2246341,4.7,34.3,109.3,0.089,0.063,1689,532,202946,288,33,297
2020-12-21,2020,12,52,Darbhanga,Bihar,3921971,5.7,29.3,161.4,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Sitamarhi,Bihar,3419622,5.6,44.0,110.3,0.004,0.003,29,9,2919,0,0,5
2020-12-21,2020,12,52,Madhubani,Bihar,4476044,3.2,16.0,61.0,0.008,0.007,33,9,3910,0,0,7
2020-12-21,2020,12,52,Supaul,Bihar,2218876,3.4,15.1,91.6,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Saharsa,Bihar,1900661,3.5,24.7,67.2,0.017,0.016,86,28,7840,3,1,14
2020-12-21,2020,12,52,Khagaria,Bihar,1666886,6.0,25.2,102.1,0.019,0.017,295,94,29805,14,5,56
2020-12-21,2020,12,52,Katihar,Bihar,3071029,6.8,34.1,157.8,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Muzaffarpur,Bihar,4801062,7.4,46.1,195.9,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Bhagalpur,Bihar,3037766,2.6,11.2,72.2,0.0,0.0,0,0,0,0,0,0
2020-12-21,2020,12,52,Gopalganj,Bihar,2562012,7.7,60.3,178.0,0.008,0.007,61,19,6149,1,1,11
2020-12-28,2020,12,53,Puri,Odisha,1497888,5.2,41.0,87.7,0.019,0.015,91,25,8614,4,1,20
2020-12-28,2020,12,53,Kendrapara,Odisha,1439891,2.9,18.6,94.4,0.012,0.011,17,5,1643,0,0,3
2020-12-28,2020,12,53,Jagatsinghpur,Odisha,1136605,5.7,45.8,138.3,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Balasore,Odisha,2317419,5.9,39.6,166.5,0.015,0.013,145,47,16264,5,2,32
2020-12-28,2020,12,53,Bhadrak,Odisha,1506522,7.9,58.9,134.1,0.066,0.06,1710,484,168503,314,30,347
2020-12-28,2020,12,53,Cuttack,Odisha,2618708,5.5,37.2,124.6,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Jajpur,Odisha,1826275,4.1,17.0,104.3,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Mayurbhanj,Odisha,2513895,4.9,30.0,108.0,0.006,0.006,40,12,4824,0,0,8
2020-12-28,2020,12,53,Ganjam,Odisha,3520151,3.7,18.4,106.8,0.041,0.036,1744,553,186654,169,38,368
2020-12-28,2020,12,53,Khordha,Odisha,2246341,2.3,19.0,48.2,0.04,0.031,958,315,98018,96,16,167
2020-12-28,2020,12,53,Darbhanga,Bihar,3921971,3.1,24.9,93.1,0.027,0.022,939,230,100033,68,21,179
2020-12-28,2020,12,53,Sitamarhi,Bihar,3419622,3.9,25.1,101.6,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Madhubani,Bihar,4476044,3.9,23.1,92.1,0.028,0.025,809,215,85350,60,14,185
2020-12-28,2020,12,53,Supaul,Bihar,2218876,3.2,21.3,96.1,0.024,0.017,225,64,21584,11,5,48
2020-12-28,2020,12,53,Saharsa,Bihar,1900661,6.7,34.9,173.0,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Khagaria,Bihar,1666886,6.1,47.0,121.8,0.031,0.027,364,107,42203,26,6,81
2020-12-28,2020,12,53,Katihar,Bihar,3071029,7.5,49.3,242.2,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Muzaffarpur,Bihar,4801062,3.0,23.2,65.2,0.0,0.0,0,0,0,0,0,0
2020-12-28,2020,12,53,Bhagalpur,Bihar,3037766,4.2,26.4,131.2,0.005,0.005,75,24,6797,1,1,13
2020-12-28,2020,12,53,Gopalganj,Bihar,2562012,5.2,38.4,113.8,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Puri,Odisha,1497888,7.2,46.8,147.9,0.064,0.054,611,213,70441,101,14,136
2021-01-04,2021,1,1,Kendrapara,Odisha,1439891,6.5,47.5,128.8,0.076,0.074,1124,382,128477,235,19,239
2021-01-04,2021,1,1,Jagatsinghpur,Odisha,1136605,9.1,67.1,276.9,0.091,0.072,1077,365,125732,223,18,198
2021-01-04,2021,1,1,Balasore,Odisha,2317419,4.9,29.1,74.5,0.033,0.024,489,151,52508,32,9,106
2021-01-04,2021,1,1,Bhadrak,Odisha,1506522,6.4,35.5,170.6,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Cuttack,Odisha,2618708,4.5,23.1,85.4,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Jajpur,Odisha,1826275,2.6,12.5,61.9,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Mayurbhanj,Odisha,2513895,5.0,29.1,96.7,0.019,0.021,206,50,21710,12,3,42
2021-01-04,2021,1,1,Ganjam,Odisha,3520151,2.6,11.0,65.4,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Khordha,Odisha,2246341,6.5,47.6,184.5,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Darbhanga,Bihar,3921971,3.0,16.6,93.0,0.043,0.038,1475,372,139952,151,28,338
2021-01-04,2021,1,1,Sitamarhi,Bihar,3419622,5.6,44.1,145.0,0.045,0.038,569,181,54243,64,12,101
2021-01-04,2021,1,1,Madhubani,Bihar,4476044,4.3,28.2,84.6,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Supaul,Bihar,2218876,4.8,25.1,116.6,0.095,0.093,2645,660,237564,710,45,593
2021-01-04,2021,1,1,Saharsa,Bihar,1900661,4.2,30.4,125.6,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Khagaria,Bihar,1666886,5.7,39.8,122.3,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Katihar,Bihar,3071029,7.0,45.7,199.5,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Muzaffarpur,Bihar,4801062,5.6,41.2,142.0,0.0,0.0,0,0,0,0,0,0
2021-01-04,2021,1,1,Bhagalpur,Bihar,3037766,5.8,29.5,143.0,0.081,0.073,2591,765,240291,531,43,478
2021-01-04,2021,1,1,Gopalganj,Bihar,2562012,3.2,16.4,91.3,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Puri,Odisha,1497888,7.0,58.4,142.6,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Kendrapara,Odisha,1439891,4.7,21.6,90.4,0.08,0.078,2264,657,242028,498,43,430
2021-01-11,2021,1,2,Jagatsinghpur,Odisha,1136605,4.0,26.4,64.6,0.026,0.021,73,20,8076,4,1,13
2021-01-11,2021,1,2,Balasore,Odisha,2317419,2.1,11.2,70.7,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Bhadrak,Odisha,1506522,4.8,25.3,126.2,0.024,0.018,54,18,5541,2,0,9
2021-01-11,2021,1,2,Cuttack,Odisha,2618708,5.2,38.7,125.2,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Jajpur,Odisha,1826275,5.9,29.6,149.4,0.03,0.03,264,80,26177,22,6,59
2021-01-11,2021,1,2,Mayurbhanj,Odisha,2513895,2.8,20.3,54.9,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Ganjam,Odisha,3520151,5.4,33.1,105.4,0.017,0.017,596,154,61938,29,11,115
2021-01-11,2021,1,2,Khordha,Odisha,2246341,6.3,38.9,191.7,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Darbhanga,Bihar,3921971,1.9,15.3,38.1,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Sitamarhi,Bihar,3419622,7.5,52.5,218.6,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Madhubani,Bihar,4476044,6.2,51.4,190.9,0.101,0.098,3908,1060,457394,1172,87,769
2021-01-11,2021,1,2,Supaul,Bihar,2218876,4.4,21.5,127.9,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Saharsa,Bihar,1900661,4.6,36.0,134.4,0.048,0.049,1631,537,147315,225,26,295
2021-01-11,2021,1,2,Khagaria,Bihar,1666886,5.0,21.6,117.7,0.0,0.0,0,0,0,0,0,0
2021-01-11,2021,1,2,Katihar,Bihar,3071029,4.0,20.6,109.8,0.003,0.003,27,7,2754,0,0,5
2021-01-11,2021,1,2,Muzaffarpur,Bihar,4801062,2.1,16.9,59.5,0.022,0.018,119,39,12210,6,2,21
2021-01-11,2021,1,2,Bhagalpur,Bihar,3037766,3.9,20.3,68.2,0.097,0.09,4994,1368,561360,1264,93,1072
2021-01-11,2021,1,2,Gopalganj,Bihar,2562012,2.5,11.8,39.4,0.044,0.045,374,94,36179,50,8,69
2021-01-18,2021,1,3,Puri,Odisha,1497888,3.2,20.0,59.1,0.005,0.004,11,3,1239,0,0,2
2021-01-18,2021,1,3,Kendrapara,Odisha,1439891,7.2,59.5,190.6,0.001,0.001,1,0,108,0,0,0
2021-01-18,2021,1,3,Jagatsinghpur,Odisha,1136605,8.7,65.5,257.8,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Balasore,Odisha,2317419,4.6,35.9,71.0,0.042,0.035,921,245,87954,103,19,211
2021-01-18,2021,1,3,Bhadrak,Odisha,1506522,4.3,23.6,132.0,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Cuttack,Odisha,2618708,2.6,12.6,82.4,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Jajpur,Odisha,1826275,2.0,14.4,56.6,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Mayurbhanj,Odisha,2513895,4.3,34.2,106.1,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Ganjam,Odisha,3520151,6.4,26.8,99.1,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Khordha,Odisha,2246341,7.5,40.6,205.7,0.033,0.026,585,204,60353,42,11,108
2021-01-18,2021,1,3,Darbhanga,Bihar,3921971,6.8,30.8,183.7,0.062,0.066,1011,293,113461,206,18,181
2021-01-18,2021,1,3,Sitamarhi,Bihar,3419622,6.4,45.2,199.7,0.008,0.006,117,30,10543,2,2,20
2021-01-18,2021,1,3,Madhubani,Bihar,4476044,2.1,10.5,51.2,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Supaul,Bihar,2218876,4.7,21.9,137.2,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Saharsa,Bihar,1900661,1.9,14.1,59.4,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Khagaria,Bihar,1666886,6.6,33.6,215.1,0.0,0.0,0,0,0,0,0,0
2021-01-18,2021,1,3,Katihar,Bihar,3071029,2.0,16.0,59.8,0.028,0.021,650,231,71059,39,13,123
2021-01-18,2021,1,3,Muzaffarpur,Bihar,4801062,6.0,48.6,156.6,0.098,0.077,6187,1708,605276,1391,99,1411
2021-01-18,2021,1,3,Bhagalpur,Bihar,3037766,8.1,42.6,229.4,0.009,0.008,92,32,9642,2,1,17
2021-01-18,2021,1,3,Gopalganj,Bihar,2562012,5.6,36.0,174.1,0.022,0.019,344,98,37420,19,6,78
2021-01-25,2021,1,4,Puri,Odisha,1497888,4.8,28.2,80.2,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Kendrapara,Odisha,1439891,6.3,30.7,123.1,0.06,0.06,1040,322,99699,190,23,232
2021-01-25,2021,1,4,Jagatsinghpur,Odisha,1136605,6.0,42.4,143.0,0.08,0.063,1286,390,138850,266,30,263
2021-01-25,2021,1,4,Balasore,Odisha,2317419,4.8,39.2,97.2,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Bhadrak,Odisha,1506522,3.8,27.8,78.3,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Cuttack,Odisha,2618708,4.8,25.7,126.0,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Jajpur,Odisha,1826275,3.8,19.8,78.8,0.056,0.049,493,154,57731,73,9,107
2021-01-25,2021,1,4,Mayurbhanj,Odisha,2513895,3.6,24.0,100.4,0.067,0.053,1103,278,132759,161,19,219
2021-01-25,2021,1,4,Ganjam,Odisha,3520151,4.3,31.8,116.2,0.046,0.044,2222,537,263347,310,52,483
2021-01-25,2021,1,4,Khordha,Odisha,2246341,4.5,25.0,93.4,0.015,0.011,168,43,15271,6,3,36
2021-01-25,2021,1,4,Darbhanga,Bihar,3921971,5.7,45.2,136.5,0.06,0.065,1132,381,123901,225,24,249
2021-01-25,2021,1,4,Sitamarhi,Bihar,3419622,4.6,23.0,69.8,0.012,0.009,85,27,8860,2,1,17
2021-01-25,2021,1,4,Madhubani,Bihar,4476044,5.5,40.6,113.0,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Supaul,Bihar,2218876,0.9,5.8,24.3,0.04,0.039,931,252,106835,116,17,159
2021-01-25,2021,1,4,Saharsa,Bihar,1900661,3.9,31.0,72.8,0.046,0.048,293,79,35131,39,4,64
2021-01-25,2021,1,4,Khagaria,Bihar,1666886,7.2,51.7,221.9,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Katihar,Bihar,3071029,5.6,38.1,99.8,0.0,0.0,0,0,0,0,0,0
2021-01-25,2021,1,4,Muzaffarpur,Bihar,4801062,3.8,29.9,91.5,0.116,0.125,7369,2623,860827,2810,138,1418
2021-01-25,2021,1,4,Bhagalpur,Bihar,3037766,5.9,34.4,154.8,0.072,0.072,674,169,62160,136,13,147
2021-01-25,2021,1,4,Gopalganj,Bihar,2562012,5.3,30.1,171.7,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Puri,Odisha,1497888,6.9,53.8,156.4,0.08,0.058,1037,368,93030,169,19,223
2021-02-01,2021,2,5,Kendrapara,Odisha,1439891,2.7,19.0,43.5,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Jagatsinghpur,Odisha,1136605,8.4,40.9,135.9,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Balasore,Odisha,2317419,4.6,35.2,103.9,0.014,0.013,77,23,7179,3,1,15
2021-02-01,2021,2,5,Bhadrak,Odisha,1506522,6.6,32.3,205.1,0.018,0.015,195,58,22699,9,3,36
2021-02-01,2021,2,5,Cuttack,Odisha,2618708,2.8,20.8,91.4,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Jajpur,Odisha,1826275,7.3,58.5,209.1,0.087,0.079,3064,953,355470,780,71,533
2021-02-01,2021,2,5,Mayurbhanj,Odisha,2513895,3.1,19.7,73.3,0.123,0.127,3673,1085,351034,1329,78,650
2021-02-01,2021,2,5,Ganjam,Odisha,3520151,5.2,23.0,90.6,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Khordha,Odisha,2246341,7.7,62.9,164.3,0.023,0.02,356,126,41762,21,8,62
2021-02-01,2021,2,5,Darbhanga,Bihar,3921971,5.9,46.8,155.8,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Sitamarhi,Bihar,3419622,8.1,39.2,180.1,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Madhubani,Bihar,4476044,2.2,16.2,38.3,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Supaul,Bihar,2218876,6.0,40.0,102.4,0.041,0.041,1066,295,119848,131,21,204
2021-02-01,2021,2,5,Saharsa,Bihar,1900661,4.5,33.3,89.0,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Khagaria,Bihar,1666886,0.9,5.8,28.3,0.043,0.045,1098,342,114492,142,17,237
2021-02-01,2021,2,5,Katihar,Bihar,3071029,3.2,24.4,50.3,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Muzaffarpur,Bihar,4801062,8.6,71.8,166.9,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Bhagalpur,Bihar,3037766,9.1,62.8,233.0,0.0,0.0,0,0,0,0,0,0
2021-02-01,2021,2,5,Gopalganj,Bihar,2562012,6.6,41.8,147.6,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Puri,Odisha,1497888,5.2,42.3,151.0,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Kendrapara,Odisha,1439891,5.1,29.3,117.9,0.073,0.077,709,238,63684,178,14,130
2021-02-08,2021,2,6,Jagatsinghpur,Odisha,1136605,6.4,34.2,105.5,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Balasore,Odisha,2317419,4.2,30.1,103.7,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Bhadrak,Odisha,1506522,5.5,40.4,165.1,0.009,0.008,34,12,4014,0,0,7
2021-02-08,2021,2,6,Cuttack,Odisha,2618708,3.2,22.1,50.7,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Jajpur,Odisha,1826275,10.0,77.3,239.2,0.056,0.048,1023,326,115499,152,22,215
2021-02-08,2021,2,6,Mayurbhanj,Odisha,2513895,2.8,20.7,43.0,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Ganjam,Odisha,3520151,3.4,20.6,97.1,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Khordha,Odisha,2246341,4.2,23.4,110.0,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Darbhanga,Bihar,3921971,9.1,47.1,188.7,0.006,0.005,80,20,8673,1,1,13
2021-02-08,2021,2,6,Sitamarhi,Bihar,3419622,2.4,18.4,45.8,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Madhubani,Bihar,4476044,2.7,11.4,86.8,0.004,0.003,26,9,2916,0,0,5
2021-02-08,2021,2,6,Supaul,Bihar,2218876,1.7,7.6,37.9,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Saharsa,Bihar,1900661,5.2,37.0,158.0,0.022,0.023,391,117,38261,28,8,86
2021-02-08,2021,2,6,Khagaria,Bihar,1666886,4.2,24.9,125.0,0.0,0.0,0,0,0,0,0,0
2021-02-08,2021,2,6,Katihar,Bihar,3071029,4.4,28.1,116.7,0.037,0.031,1329,458,131021,124,23,266
2021-02-08,2021,2,6,Muzaffarpur,Bihar,4801062,3.9,30.3,99.0,0.013,0.014,92,31,10506,3,1,20
2021-02-08,2021,2,6,Bhagalpur,Bihar,3037766,0.0,0.1,0.3,0.023,0.021,503,157,49080,31,10,103
2021-02-08,2021,2,6,Gopalganj,Bihar,2562012,2.8,21.3,63.8,0.042,0.046,296,84,28100,41,5,63
2021-02-15,2021,2,7,Puri,Odisha,1497888,4.5,21.9,138.4,0.017,0.014,99,26,10162,3,2,19
2021-02-15,2021,2,7,Kendrapara,Odisha,1439891,3.7,23.2,72.1,0.051,0.055,867,226,84829,131,14,174
2021-02-15,2021,2,7,Jagatsinghpur,Odisha,1136605,5.5,27.0,160.9,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Balasore,Odisha,2317419,3.3,14.5,87.8,0.01,0.01,141,35,16781,4,2,24
2021-02-15,2021,2,7,Bhadrak,Odisha,1506522,5.1,33.8,164.5,0.027,0.029,184,64,20691,14,3,35
2021-02-15,2021,2,7,Cuttack,Odisha,2618708,8.4,42.6,251.7,0.035,0.036,974,341,111872,99,21,221
2021-02-15,2021,2,7,Jajpur,Odisha,1826275,5.0,37.6,147.4,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Mayurbhanj,Odisha,2513895,5.5,23.2,150.2,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Ganjam,Odisha,3520151,3.5,21.7,115.0,0.027,0.026,276,81,28703,22,6,48
2021-02-15,2021,2,7,Khordha,Odisha,2246341,2.7,22.8,68.2,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Darbhanga,Bihar,3921971,6.7,39.6,104.4,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Sitamarhi,Bihar,3419622,2.7,13.6,83.0,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Madhubani,Bihar,4476044,1.6,9.4,51.7,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Supaul,Bihar,2218876,4.2,18.4,90.1,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Saharsa,Bihar,1900661,4.1,25.7,87.4,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Khagaria,Bihar,1666886,3.2,26.6,93.3,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Katihar,Bihar,3071029,4.6,19.5,107.0,0.0,0.0,0,0,0,0,0,0
2021-02-15,2021,2,7,Muzaffarpur,Bihar,4801062,7.9,35.7,178.2,0.01,0.009,285,74,28294,7,5,57
2021-02-15,2021,2,7,Bhagalpur,Bihar,3037766,5.9,26.3,96.6,0.055,0.05,1027,323,111011,165,18,210
2021-02-15,2021,2,7,Gopalganj,Bihar,2562012,4.9,37.7,85.0,0.077,0.076,4095,1145,412733,858,86,831
2021-02-22,2021,2,8,Puri,Odisha,1497888,0.9,7.1,20.0,0.099,0.095,2331,663,214421,601,45,463
2021-02-22,2021,2,8,Kendrapara,Odisha,1439891,4.3,23.4,101.4,0.061,0.049,254,64,25223,33,4,55
2021-02-22,2021,2,8,Jagatsinghpur,Odisha,1136605,4.2,34.3,109.9,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Balasore,Odisha,2317419,1.7,8.9,29.5,0.1,0.086,4345,1068,523424,1053,83,750
2021-02-22,2021,2,8,Bhadrak,Odisha,1506522,4.0,27.9,98.8,0.13,0.112,3470,843,368834,1073,67,754
2021-02-22,2021,2,8,Cuttack,Odisha,2618708,4.6,19.4,134.1,0.047,0.049,634,221,74839,93,14,124
2021-02-22,2021,2,8,Jajpur,Odisha,1826275,1.3,6.4,37.1,0.033,0.023,322,110,30982,21,6,59
2021-02-22,2021,2,8,Mayurbhanj,Odisha,2513895,4.2,28.0,80.5,0.051,0.036,385,94,40044,42,6,67
2021-02-22,2021,2,8,Ganjam,Odisha,3520151,7.9,53.7,132.7,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Khordha,Odisha,2246341,7.3,54.9,206.7,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Darbhanga,Bihar,3921971,2.8,13.1,89.5,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Sitamarhi,Bihar,3419622,6.3,29.0,169.0,0.036,0.034,1304,387,127471,138,24,238
2021-02-22,2021,2,8,Madhubani,Bihar,4476044,7.9,48.9,160.9,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Supaul,Bihar,2218876,4.0,19.9,62.5,0.067,0.064,1037,306,105172,186,20,204
2021-02-22,2021,2,8,Saharsa,Bihar,1900661,2.3,11.5,66.9,0.034,0.034,752,191,72423,77,17,168
2021-02-22,2021,2,8,Khagaria,Bihar,1666886,4.8,30.7,91.4,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Katihar,Bihar,3071029,3.9,28.5,79.2,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Muzaffarpur,Bihar,4801062,5.2,23.8,86.9,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Bhagalpur,Bihar,3037766,5.6,29.1,151.6,0.0,0.0,0,0,0,0,0,0
2021-02-22,2021,2,8,Gopalganj,Bihar,2562012,5.5,37.4,157.3,0.0,0.0,0,0,0,0,0,0
2021-03-01,2021,3,9,Puri,Odisha,1497888,5.8,43.5,164.9,0.002,0.002,5,1,481,0,0,1
2021-03-01,2021,3,9,Kendrapara,Odisha,1439891,4.1,23.1,83.5,0.0,0.0,0,0,0,0,0,0
2021-03-01,2021,3,9,Jagatsinghpur,Odisha,1136605,7.1,47.4,107.1,0.0,0.0,0,0,0,0,0,0
2021-03-01,2021,3,9,Balasore,Odisha,2317419,5.5,29.7,173.4,0.062,0.059,2197,528,227246,419,41,469
2021-03-01,2021,3,9,Bhadrak,Odisha,1506522,3.1,23.2,52.9,0.021,0.021,370,131,42349,23,7,79
2021-03-01,2021,3,9,Cuttack,Odisha,2618708,5.0,26.2,109.4,0.045,0.047,1973,501,224440,280,40,427
